X,Delta_g
5529.51,0.0045033
5532.84,0.00448823
5536.18,0.00447322
5539.51,0.00445829
5542.85,0.00444342
5546.18,0.00442862
5549.52,0.00441388
5552.85,0.00439921
5556.19,0.00438461
5559.52,0.00437007
5562.85,0.00435559
5566.19,0.00434118
5569.52,0.00432684
5572.86,0.00431256
5576.19,0.00429834
5579.53,0.00428418
5582.86,0.00427009
5586.2,0.00425606
5589.53,0.0042421
5592.86,0.00422819
5596.2,0.00421434
5599.53,0.00420056
5602.87,0.00418684
5606.2,0.00417317
5609.54,0.00415957
5612.87,0.00414603
5616.21,0.00413255
5619.54,0.00411912
5622.87,0.00410576
5626.21,0.00409245
5629.54,0.0040792
5632.88,0.00406601
5636.21,0.00405287
5639.55,0.0040398
5642.88,0.00402677
5646.22,0.00401381
5649.55,0.0040009
5652.88,0.00398805
5656.22,0.00397526
5659.55,0.00396251
5662.89,0.00394983
5666.22,0.0039372
5669.56,0.00392462
5672.89,0.0039121
5676.23,0.00389963
5679.56,0.00388721
5682.89,0.00387485
5686.23,0.00386254
5689.56,0.00385028
5692.9,0.00383808
5696.23,0.00382593
5699.57,0.00381383
5702.9,0.00380178
5706.24,0.00378978
5709.57,0.00377783
5712.9,0.00376594
5716.24,0.00375409
5719.57,0.0037423
5722.91,0.00373055
5726.24,0.00371886
5729.58,0.00370721
5732.91,0.00369561
5736.25,0.00368406
5739.58,0.00367256
5742.91,0.00366111
5746.25,0.00364971
5749.58,0.00363835
5752.92,0.00362704
5756.25,0.00361578
5759.59,0.00360457
5762.92,0.0035934
5766.26,0.00358228
5769.59,0.00357121
5772.92,0.00356018
5776.26,0.0035492
5779.59,0.00353826
5782.93,0.00352737
5786.26,0.00351652
5789.6,0.00350572
5792.93,0.00349497
5796.27,0.00348425
5799.6,0.00347359
5802.93,0.00346296
5806.27,0.00345238
5809.6,0.00344185
5812.94,0.00343135
5816.27,0.0034209
5819.61,0.0034105
5822.94,0.00340013
5826.28,0.00338981
5829.61,0.00337953
5832.94,0.00336929
5836.28,0.00335909
5839.61,0.00334894
5842.95,0.00333883
5846.28,0.00332875
5849.62,0.00331872
5852.95,0.00330873
5856.29,0.00329878
5859.62,0.00328887
5862.95,0.003279
5866.29,0.00326917
5869.62,0.00325938
5872.96,0.00324963
5876.29,0.00323992
5879.63,0.00323025
5882.96,0.00322061
5886.3,0.00321102
5889.63,0.00320146
5892.96,0.00319194
5896.3,0.00318246
5899.63,0.00317302
5902.97,0.00316362
5906.3,0.00315425
5909.64,0.00314492
5912.97,0.00313563
5916.31,0.00312637
5919.64,0.00311716
5922.97,0.00310797
5926.31,0.00309883
5929.64,0.00308972
5932.98,0.00308064
5936.31,0.00307161
5939.65,0.00306261
5942.98,0.00305364
5946.32,0.00304471
5949.65,0.00303581
5952.98,0.00302695
5956.32,0.00301813
5959.65,0.00300934
5962.99,0.00300058
5966.32,0.00299186
5969.66,0.00298317
5972.99,0.00297451
5976.33,0.00296589
5979.66,0.00295731
5982.99,0.00294875
5986.33,0.00294023
5989.66,0.00293175
5993,0.00292329
5996.33,0.00291487
5999.67,0.00290648
6003,0.00289813
6006.34,0.0028898
6009.67,0.00288151
6013,0.00287325
6016.34,0.00286503
6019.67,0.00285683
6023.01,0.00284867
6026.34,0.00284053
6029.68,0.00283243
6033.01,0.00282436
6036.35,0.00281632
6039.68,0.00280831
6043.01,0.00280034
6046.35,0.00279239
6049.68,0.00278447
6053.02,0.00277658
6056.35,0.00276873
6059.69,0.0027609
6063.02,0.0027531
6066.36,0.00274534
6069.69,0.0027376
6073.02,0.00272989
6076.36,0.00272221
6079.69,0.00271456
6083.03,0.00270694
6086.36,0.00269935
6089.7,0.00269178
6093.03,0.00268425
6096.37,0.00267674
6099.7,0.00266926
6103.03,0.00266181
6106.37,0.00265439
6109.7,0.002647
6113.04,0.00263963
6116.37,0.00263229
6119.71,0.00262498
6123.04,0.00261769
6126.38,0.00261044
6129.71,0.00260321
6133.04,0.002596
6136.38,0.00258883
6139.71,0.00258168
6143.05,0.00257455
6146.38,0.00256746
6149.72,0.00256039
6153.05,0.00255334
6156.39,0.00254633
6159.72,0.00253933
6163.05,0.00253237
6166.39,0.00252543
6169.72,0.00251851
6173.06,0.00251162
6176.39,0.00250476
6179.73,0.00249792
6183.06,0.00249111
6186.4,0.00248432
6189.73,0.00247756
6193.06,0.00247082
6196.4,0.0024641
6199.73,0.00245741
6203.07,0.00245075
6206.4,0.00244411
6209.74,0.00243749
6213.07,0.0024309
6216.41,0.00242433
6219.74,0.00241779
6223.07,0.00241127
6226.41,0.00240477
6229.74,0.00239829
6233.08,0.00239184
6236.41,0.00238542
6239.75,0.00237901
6243.08,0.00237263
6246.42,0.00236628
6249.75,0.00235994
6253.08,0.00235363
6256.42,0.00234734
6259.75,0.00234108
6263.09,0.00233483
6266.42,0.00232861
6269.76,0.00232241
6273.09,0.00231624
6276.43,0.00231008
6279.76,0.00230395
6283.09,0.00229784
6286.43,0.00229175
6289.76,0.00228568
6293.1,0.00227964
6296.43,0.00227361
6299.77,0.00226761
6303.1,0.00226163
6306.44,0.00225567
6309.77,0.00224973
6313.1,0.00224381
6316.44,0.00223792
6319.77,0.00223204
6323.11,0.00222619
6326.44,0.00222035
6329.78,0.00221454
6333.11,0.00220875
6336.45,0.00220297
6339.78,0.00219722
6343.11,0.00219149
6346.45,0.00218578
6349.78,0.00218008
6353.12,0.00217441
6356.45,0.00216876
6359.79,0.00216313
6363.12,0.00215751
6366.46,0.00215192
6369.79,0.00214635
6373.12,0.00214079
6376.46,0.00213526
6379.79,0.00212974
6383.13,0.00212424
6386.46,0.00211877
6389.8,0.00211331
6393.13,0.00210787
6396.47,0.00210245
6399.8,0.00209705
6403.13,0.00209166
6406.47,0.0020863
6409.8,0.00208095
6413.14,0.00207562
6416.47,0.00207031
6419.81,0.00206502
6423.14,0.00205975
6426.48,0.0020545
6429.81,0.00204926
6433.14,0.00204404
6436.48,0.00203884
6439.81,0.00203366
6443.15,0.00202849
6446.48,0.00202334
6449.82,0.00201821
6453.15,0.0020131
6456.49,0.00200801
6459.82,0.00200293
6463.15,0.00199787
6466.49,0.00199283
6469.82,0.0019878
6473.16,0.00198279
6476.49,0.0019778
6479.83,0.00197282
6483.16,0.00196786
6486.5,0.00196292
6489.83,0.001958
6493.16,0.00195309
6496.5,0.0019482
6499.83,0.00194332
6503.17,0.00193846
6506.5,0.00193362
6509.84,0.0019288
6513.17,0.00192399
6516.51,0.00191919
6519.84,0.00191442
6523.17,0.00190965
6526.51,0.00190491
6529.84,0.00190018
6533.18,0.00189546
6536.51,0.00189077
6539.85,0.00188608
6543.18,0.00188142
6546.52,0.00187676
6549.85,0.00187213
6553.18,0.00186751
6556.52,0.0018629
6559.85,0.00185831
6563.19,0.00185374
6566.52,0.00184918
6569.86,0.00184463
6573.19,0.0018401
6576.53,0.00183559
6579.86,0.00183109
6583.19,0.00182661
6586.53,0.00182214
6589.86,0.00181768
6593.2,0.00181324
6596.53,0.00180881
6599.87,0.0018044
6603.2,0.00180001
6606.54,0.00179562
6609.87,0.00179126
6613.2,0.0017869
6616.54,0.00178256
6619.87,0.00177824
6623.21,0.00177393
6626.54,0.00176963
6629.88,0.00176534
6633.21,0.00176108
6636.55,0.00175682
6639.88,0.00175258
6643.21,0.00174835
6646.55,0.00174414
6649.88,0.00173994
6653.22,0.00173575
6656.55,0.00173158
6659.89,0.00172742
6663.22,0.00172327
6666.56,0.00171914
6669.89,0.00171502
6673.22,0.00171091
6676.56,0.00170682
6679.89,0.00170274
6683.23,0.00169867
6686.56,0.00169462
6689.9,0.00169058
6693.23,0.00168655
6696.57,0.00168254
6699.9,0.00167853
6703.23,0.00167454
6706.57,0.00167057
6709.9,0.0016666
6713.24,0.00166265
6716.57,0.00165871
6719.91,0.00165479
6723.24,0.00165088
6726.58,0.00164697
6729.91,0.00164309
6733.24,0.00163921
6736.58,0.00163535
6739.91,0.00163149
6743.25,0.00162766
6746.58,0.00162383
6749.92,0.00162001
6753.25,0.00161621
6756.59,0.00161242
6759.92,0.00160864
6763.25,0.00160487
6766.59,0.00160112
6769.92,0.00159737
6773.26,0.00159364
6776.59,0.00158992
6779.93,0.00158621
6783.26,0.00158252
6786.6,0.00157883
6789.93,0.00157516
6793.26,0.0015715
6796.6,0.00156785
6799.93,0.00156421
6803.27,0.00156058
6806.6,0.00155696
6809.94,0.00155336
6813.27,0.00154976
6816.61,0.00154618
6819.94,0.00154261
6823.27,0.00153905
6826.61,0.0015355
6829.94,0.00153196
6833.28,0.00152843
6836.61,0.00152492
6839.95,0.00152141
6843.28,0.00151792
6846.62,0.00151443
6849.95,0.00151096
6853.28,0.0015075
6856.62,0.00150404
6859.95,0.0015006
6863.29,0.00149717
6866.62,0.00149375
6869.96,0.00149034
6873.29,0.00148694
6876.63,0.00148356
6879.96,0.00148018
6883.29,0.00147681
6886.63,0.00147345
6889.96,0.0014701
6893.3,0.00146677
6896.63,0.00146344
6899.97,0.00146012
6903.3,0.00145682
6906.64,0.00145352
6909.97,0.00145023
6913.3,0.00144696
6916.64,0.00144369
6919.97,0.00144043
6923.31,0.00143719
6926.64,0.00143395
6929.98,0.00143072
6933.31,0.0014275
6936.65,0.0014243
6939.98,0.0014211
6943.31,0.00141791
6946.65,0.00141473
6949.98,0.00141156
6953.32,0.0014084
6956.65,0.00140525
6959.99,0.00140211
6963.32,0.00139898
6966.66,0.00139586
6969.99,0.00139275
6973.32,0.00138964
6976.66,0.00138655
6979.99,0.00138347
6983.33,0.00138039
6986.66,0.00137732
6990,0.00137427
6993.33,0.00137122
6996.67,0.00136818
7000,0.00136515
